"","permno","nameenddt","ticker","comnam","permco"
"367",10082,1995-09-28,"ACSE","A C S ENTERPRISES",5793
"368",85350,2008-10-15,"ACSEF","A C S MOTION CONTROL LTD",15714
"369",14418,2018-08-24,"ACSF","AMERICAN CAPITAL SR FLOATING LTD",54710
"370",18272,2021-08-17,"ACSG","D B X ETF TRUST",53807
"371",10728,1976-06-16,"ACSH","ACUSHNET CO",53
"372",21246,2023-12-29,"ACSI","TIDAL E T F TRUST",56624
"373",75469,1988-10-13,"ACSN","ACUSON CORP",8567
"374",13750,2023-12-29,"ACST","ACASTI PHARMA INC",54306
"375",85800,1999-09-06,"ACSY","ACSYS INC",15955
"376",21906,2023-12-29,"ACT","ENACT HOLDINGS INC",58704
"377",87167,2018-02-07,"ACTA","ACTUA CORP",16702
"378",20136,2021-06-14,"ACTC","ARCLIGHT CLEAN TRANS CORP",57329
"379",12643,1986-07-01,"ACTCA","AMERICAN CELLULAR TELEPHONE CORP",6898
"380",21265,2022-07-21,"ACTD","ARCLIGHT CLEAN TRANS CORP II",58073
"381",89611,2023-12-29,"ACTG","ACACIA RESEARCH CORP",14801
"382",10883,1986-11-17,"ACTH","ADVANCED CELLULAR TECHNOLOGY",6854
"383",89678,2010-12-16,"ACTI","ACTIVIDENTITY CORP",18434
"384",79467,2010-11-02,"ACTL","ACTEL CORP",12321
"385",81470,2001-12-24,"ACTM","A C T MANUFACTURING INC",13638
"386",79069,2002-02-19,"ACTN","ACTION PERFORMANCE COS INC",12104
"387",79577,2002-07-31,"ACTP","ACTIONPOINT INC",12395
"388",88783,2003-01-31,"ACTR","ACTERNA CORP",40975
"389",90962,2016-12-19,"ACTS","ACTIONS SEMICONDUCTOR CO LTD",48765
"390",18642,2020-06-24,"ACTT","ACT II GLOBAL ACQUISITION CORP",56698
"391",86236,2010-11-02,"ACTU","ACTUATE CORP",16214
"392",19926,2023-12-29,"ACTV","TWO ROADS SHARED TRUST",56323
"393",15281,2017-10-06,"ACTX","GLOBAL X FUNDS",53120
"394",86165,2005-03-23,"ACTY","ACCESSITY CORP",16147
"395",78720,1994-12-21,"ACTYF","APPLIED CARBON TECH INC",28802
"396",60038,2023-12-29,"ACU","ACME UNITED CORP",370
"397",78650,1990-01-18,"ACUAF","ACCUGRAPH CORP",26293
"398",10116,2017-02-22,"ACUR","ACURA PHARMACEUTICALS INC",8028
"399",89859,2009-01-08,"ACUS","ACUSPHERE INC",44490
"400",80500,1995-09-20,"ACUT","ACUITY IMAGING INC",13086
"401",15337,2023-12-29,"ACV","VIRTUS DIV INC & CONV FUND",55249
"402",20657,2023-12-29,"ACVA","A C V AUCTIONS INC",58007
"403",79933,2001-02-14,"ACVC","ACTIVE VOICE CORP",12670
"404",19878,2023-12-29,"ACVF","E T F OPPORTUNITIES TRUST",57381
"405",90643,2016-11-17,"ACW","ACCURIDE CORP NEW",46538
"406",15322,2023-02-28,"ACWF","ISHARES TRUST",37493
"407",92585,2023-12-29,"ACWI","ISHARES TRUST",37493
"408",13024,2023-12-29,"ACWV","ISHARES INC",31600
"409",92586,2023-12-29,"ACWX","ISHARES TRUST",37493
"410",77210,2002-02-21,"ACX","ARGUSS COMMUNICATIONS INC",11233
"411",20117,2018-10-01,"ACXM","ACXIOM HOLDINGS INC",6702
"412",21512,2023-12-29,"ACXP","ACURX PHARMACEUTICALS INC",58427
"413",78117,1995-11-30,"ACXT","A C X TECHNOLOGIES INC",11838
"414",85757,2022-03-27,"ACY","AEROCENTURY CORP",34622
"415",85351,1999-10-03,"ACYT","AUTOCYTE INC",15680
"416",51510,1996-10-18,"ACZ","ACTION INDUSTRIES INC",20021
"417",10657,2007-03-02,"AD","ADVO INC",8561
"418",77242,1996-07-12,"ADA","AMERIDATA TECHNOLOGIES INC",11171
"419",10752,2000-12-18,"ADAC","ADAC LABORATORIES INC",58
"420",20564,2023-12-29,"ADAG","ADAGENE INC",57903
"421",22519,2023-05-02,"ADAL","ANTHEMIS DIGITAL ACQ I CORP",58820
"422",82544,2011-02-07,"ADAM","A D A M INC",14114
"423",15361,2023-12-29,"ADAP","ADAPTIMMUNE THERAPEUTICS PLC",55262
"424",61487,1980-01-09,"ADAR","ADAMS RESOURCES & ENERGY INC",59
"425",77599,2016-01-28,"ADAT","AUTHENTIDATE HOLDING CORP",11515
"426",80302,1999-11-08,"ADAX","APPLIED DIGITAL ACCESS INC",12953
"427",68216,1992-05-19,"ADB","ADOBE RESOURCES CORP",20025
"428",75510,2023-12-29,"ADBE","ADOBE INC",8476
"429",86817,2002-08-21,"ADBI","A D B SYSTEMS INTERNATIONAL INC",16481
"430",87051,2008-03-18,"ADBL","AUDIBLE INC",16654
"431",80412,2023-12-29,"ADC","AGREE REALTY CORP",30378
"432",11419,1989-10-10,"ADCA","ADVISORS CAPITAL TECHNOLOGY CORP",9256
"433",84185,2000-03-15,"ADCC","ANDEAN DEVELOPMENT CORP",15135
"434",10904,1986-10-27,"ADCIA","ADVANCED COMMUNICATIONS INC",6815
"435",81238,1996-10-08,"ADCO","A D C O TECHNOLOGIES INC",13571
"436",85105,1986-12-19,"ADCR","ADCOR ELECTRONICS INC",7521
"437",19391,2023-12-29,"ADCT","A D C THERAPEUTICS S A",57082
"438",93126,2023-12-29,"ADD","COLOR STAR TECHNOLOGY CO LTD",53280
"439",10808,1990-06-19,"ADDC","ADDMASTER CORP",62
"440",78734,1995-06-15,"ADDDF","ALIAS RESEARCH INC",29306
"441",76869,1999-09-21,"ADDM","ADDVANTAGE MEDIA GROUP INC",11029
"442",11452,1996-12-19,"ADDR","ADDINGTON RESOURCES INC",9288
"443",59491,1977-02-14,"ADDS","APPLIED DIGITAL DATA SYS INC",63
"444",66405,1986-10-29,"ADE","A D I ELECTRONICS INC",5204
"445",89922,2023-12-29,"ADEA","ADEIA INC",44631
"446",81195,2000-03-15,"ADECY","ADECCO S A",13507
"447",10564,1987-04-29,"ADELA","ADELPHIA COMMUNICATIONS CORP",8473
"448",82664,2015-10-23,"ADEP","ADEPT TECHNOLOGY INC",14238
"449",20762,2023-09-25,"ADER","26 CAPITAL ACQUISITION CORP",57708
"450",90400,2023-12-29,"ADES","ADVANCED EMISSIONS SOLUTIONS INC",45708
"451",29161,1976-10-19,"ADEV","APPLIED DEVICES CORP",64
"452",20666,2023-12-29,"ADEX","ADIT EDTECH ACQUISITION CORP",57677
"453",21361,2021-12-02,"ADF","ALDEL FINANCIAL INC",58176
"454",86877,2000-01-11,"ADFC","ADFORCE INC",16516
"455",19614,2023-12-29,"ADFI","TWO ROADS SHARED TRUST",56323
"456",78672,1988-06-14,"ADFM","ADVERTRONICS INC",27462
"457",11923,2010-09-17,"ADG","ALLIED DEFENSE GROUP INC",6968
"458",93052,2017-05-18,"ADGE","AMERICAN D G ENERGY INC",53228
"459",86237,2012-05-31,"ADGF","ADAMS GOLF INC",16207
"460",21790,2022-09-12,"ADGI","ADAGIO THERAPEUTICS INC",58622
"461",12750,1984-07-16,"ADGN","AMERICAN DIAGNOSTICS CORP",66
"462",86237,2003-05-21,"ADGO","ADAMS GOLF INC",16207
"463",90430,2009-01-29,"ADH","ADHEREX TECHNOLOGIES INC",45857
"464",77344,1996-03-14,"ADHC","ADVANTAGE HEALTH CORP",11349
"465",13918,2017-11-15,"ADHD","ALCOBRA LTD",54405
"466",60871,2023-12-29,"ADI","ANALOG DEVICES INC",282
"467",85113,1995-01-06,"ADIA","ADIA SERVICES INC",7245
"468",81195,1996-09-05,"ADIAY","ADIA S A",13507
"469",84044,2006-08-22,"ADIC","ADVANCED DIGITAL INFO CORP",15044
"470",85650,1991-12-23,"ADIE","AUTODIE CORP",7844
"471",17951,2023-12-29,"ADIL","ADIAL PHARMACEUTICALS INC",56446
"472",84594,1997-09-02,"ADIN","AVIATION DISTRIBUTORS INC",15369
"473",14190,1986-12-30,"ADIT","ANADITE INC",67
"474",20702,2023-12-29,"ADIV","GUINNESS ATKINSON FUNDS",56929
"475",76113,1995-04-06,"ADJ","AMERICAN ADJUSTABLE RT TM TR 95",26038
"476",91627,2017-10-01,"ADK","ADCARE HEALTH SYSTEMS INC",51408
"477",89148,2009-09-24,"ADL","A M D L INC",42119
"478",10564,2002-05-31,"ADLA","ADELPHIA COMMUNICATIONS CORP",8473
"479",76701,2003-03-25,"ADLI","AMERICAN MEDICAL TECHNOLOGIES IN",10979
"480",88784,2011-12-09,"ADLR","ADOLOR CORP",40976
"481",83107,1999-04-09,"ADLRF","ADRIAN RESOURCES LTD",14338
"482",90855,2009-05-04,"ADLS","ADVANCED LIFE SCIENCES HLDGS INC",47202
"483",82663,2003-01-09,"ADLT","ADVANCED LIGHTING TECHS INC",14210
"484",10516,2023-12-29,"ADM","ARCHER DANIELS MIDLAND CO",20207
"485",15056,2023-12-29,"ADMA","ADMA BIOLOGICS INC",55102
"486",17415,2023-12-29,"ADME","E T F SERIES SOLUTIONS",54066
"487",79562,2000-12-13,"ADMG","ADVANCED MATERIALS GROUP INC",12401
"488",82163,2023-09-07,"ADMP","ADAMIS PHARMACEUTICALS CORP",13934
"489",10862,1996-03-06,"ADMR","ADMAR GROUP INC",8746
"490",14589,2021-11-23,"ADMS","ADAMAS PHARMACEUTICALS INC",54816
"491",76291,1998-12-16,"ADMT","A D M TRONICS UNLIMITED",10683
"492",18302,2023-12-29,"ADN","ADVENT TECHNOLOGIES HLDGS INC",56584
"493",14681,1992-10-15,"ADNA","APPLIED D N A SYSTEMS INC",5973
"494",13402,2015-06-30,"ADNC","AUDIENCE INC",54081
"495",55378,1985-01-27,"ADND","SHELTER COMPONENTS",70
"496",85252,1997-01-13,"ADNEA","ALDEN ELECTRONICS INC",7371
"497",75751,1990-11-19,"ADNI","AUTHORIZED DISTRIBUTION NETWORK",10175
"498",16342,2023-12-29,"ADNT","ADIENT PLC",55715
"499",81195,2007-06-01,"ADO","ADECCO S A",13507
"500",20278,2023-12-29,"ADOC","EDOC ACQUISITION CORP",57556
"501",16773,2019-08-21,"ADOM","ADOMANI INC",55977
"502",44644,2023-12-29,"ADP","AUTOMATIC DATA PROCESSING INC",20235
"503",85959,2012-02-09,"ADPI","AMERICAN DENTAL PARTNERS INC",16054
"504",18769,2023-12-29,"ADPT","ADAPTIVE BIOTECHNOLOGIES CORP",56786
"505",23558,2023-12-29,"ADPV","SERIES PORTFOLIOS TRUST",59036
"506",48813,1986-01-08,"ADR","APPLIED DATA RESH INC",25025
"507",20665,2023-02-12,"ADRA","ADARA ACQUISITION CORP",57851
"508",89561,2020-02-13,"ADRD","INVESCO BLDRS INDEX FDS TRUST",43680
"509",89562,2023-03-30,"ADRE","INVESCO BLDRS INDEX FDS TRUST",43680
"510",77480,1992-03-17,"ADREF","AUDRE RECOGNITION SYSTEMS INC",26294
"511",53517,1983-06-02,"ADRI","ALASKA DIVERSIFIED RES",72
"512",83286,1999-12-16,"ADRN","ADRENALIN INTERACTIVE INC",14457
"513",15282,2020-10-05,"ADRO","ADURO BIOTECH INC",55222
"514",22810,2023-12-29,"ADRT","AULT DISRUPTIVE TECH CORP",59029
"515",89563,2020-02-13,"ADRU","INVESCO BLDRS INDEX FDS TRUST",43680
"516",83615,2006-11-03,"ADRX","ANDRX CORP ANDRX GROUP",14726
"517",89002,2022-04-03,"ADS","ALLIANCE DATA SYSTEMS CORP",41671
"518",86043,2003-11-12,"ADSC","ATLANTIC DATA SERVICES INC",16125
"519",22520,2023-12-29,"ADSE","ADS TEC ENERGY PLC",59052
"520",83731,1998-10-15,"ADSI","AMERICAN DISPOSAL SERVICES INC",14840
"521",85631,2023-12-29,"ADSK","AUTODESK INC",7623
"522",10787,1988-03-24,"ADSN","ADDISON WESLEY PUBG INC",73
"523",79787,1998-10-28,"ADSO","ADAPTIVE SOLUTIONS INC",12535
"524",81196,2001-10-15,"ADSP","ARIEL CORP",13526
"525",87557,2008-03-26,"ADST","ADSTAR INC",17523
"526",16435,2020-10-29,"ADSW","ADVANCED DISPOSAL SERVICES INC",55776
"527",82248,2007-12-27,"ADSX","APPLIED DIGITAL SOLUTIONS INC",13964
"528",17223,2023-12-29,"ADT","A D T INC",56212
"529",79563,2001-04-04,"ADTC","ADVANCED DEPOSITION TECH INC",12396
"530",21076,2023-12-29,"ADTH","ADTHEORENT HOLDING CO INC",57956
"531",10152,1990-05-24,"ADTI","ADVANCE DISPLAY TECHNOLOGIES INC",8099
"532",82664,2003-04-14,"ADTK","ADEPT TECHNOLOGY INC",14238
"533",11968,1991-08-20,"ADTL","A D T LTD",9947
"534",85830,2000-12-01,"ADTM","ADATOM COM INC",15757
"535",80791,2023-12-29,"ADTN","ADTRAN HOLDINGS INC",13252
"536",19460,2023-12-29,"ADTX","ADITXT INC",57108
"537",41734,1995-04-24,"ADU","AMDURA CORP",20085
"538",85623,1988-05-09,"ADUC","AUDEC CORP",7318
"539",93073,2023-12-29,"ADUS","ADDUS HOMECARE CORP",53242
"540",18953,2023-12-29,"ADV","ADVANTAGE SOLUTIONS INC",56823
"541",11479,1995-02-01,"ADVA","ADVANCED MEDICAL PRODUCTS INC",9310
"542",10867,1995-10-02,"ADVC","ADVANCE CIRCUITS INC",76
"543",24225,2023-12-29,"ADVE","MATTHEWS INTERNATIONAL FUNDS",59652
"544",25049,1996-01-02,"ADVG","ADVANTAGE COMPANIES INC DEL",6095
"545",84045,1999-01-31,"ADVH","ADVANCED HEALTH CORP",15013
"546",10824,1987-06-10,"ADVL","ADVANCED LOGIC SYS INC",7087
"547",14790,2023-12-29,"ADVM","ADVERUM BIOTECHNOLOGIES INC",54946
"548",92284,1992-04-26,"ADVN","ADVANTA CORP",7801
"549",92284,2009-11-17,"ADVNA","ADVANTA CORP",7801
"550",77576,2009-11-17,"ADVNB","ADVANTA CORP",7801
"551",10657,1993-02-24,"ADVO","ADVO INC",8561
"552",84046,2004-03-24,"ADVP","ADVANCE P C S",15021
"553",82546,2015-07-07,"ADVS","ADVENT SOFTWARE INC",14129
"554",75971,1998-03-16,"ADVT","ADVANTAGE LIFE PRODUCTS INC",10273
"555",77828,1993-07-18,"ADWC","ANSONIA DERBY WATER CO",27605
"556",10065,2023-12-29,"ADX","ADAMS EXPRESS CO",20023
"557",19179,2023-12-29,"ADXN","ADDEX THERAPEUTICS LTD",56995
"558",14237,2021-12-22,"ADXS","ADVAXIS INC",54600
"559",91837,2013-06-27,"ADY","FEIHE INTERNATIONAL INC",51950
"560",79176,2003-01-10,"ADYN","AVIDYN INC",12130
"561",81069,1998-01-05,"ADYNF","ANDYNE COMPUTING LTD",13446
"562",14420,2019-06-12,"ADYX","ADYNXX INC",54712
"563",90468,2007-04-02,"ADZA","ADEZA BIOMEDICAL CORP",45991
"564",61487,2023-12-29,"AE","ADAMS RESOURCES & ENERGY INC",59
"565",90493,2012-04-23,"AEA","ADVANCE AMERICA CASH ADV CTRS IN",46013
"566",20763,2023-01-20,"AEAC","AUTHENTIC EQUITY ACQ CORP",57709
"567",22521,2023-12-29,"AEAE","ALTENERGY ACQUISITION CORP",58821
"568",78223,1994-11-21,"AEAGF","AGNICO EAGLE MINES LTD",26174
"569",79893,2015-08-06,"AEC","ASSOCIATED ESTATES REALTY CORP",30023
"570",10146,1988-04-26,"AECE","A E C INC",314
"571",80608,1995-12-27,"AECI","AMERICAN ELECTRONIC COMPNTS INC",13145
"572",12766,1992-07-09,"AECO","AMERICAN ELECTROMEDICS CORP",5080
"573",89457,2005-07-22,"AED","ALLIED DOMECQ PLC",43334
"574",12910,1989-03-10,"AEDC","AMERICAN EDUCATIONAL COMPUTER IN",6475
"575",24985,2023-12-29,"AEE","AMEREN CORP",21808
"576",75809,2023-12-29,"AEF","ABRDN EMERG MKTS EQTY INCOME FD",22105
"577",85172,2023-12-29,"AEG","AEGON LTD",7622
"578",44274,2021-05-14,"AEGN","AEGION CORP",2366
"579",85172,1985-07-14,"AEGNF","AEGON N V",7622
"580",85172,1991-11-04,"AEGNY","AEGON N V",7622
"581",12347,2016-11-29,"AEGR","AEGERION PHARMACEUTICALS INC",53532
"582",75565,1992-10-23,"AEGSY","AEGIS GROUP PLC",9599
"583",83977,1999-02-03,"AEH","ALLEGIANCE CORP",31724
"584",22272,2023-02-14,"AEHA","AESTHER HEALTHCARE ACQ CORP",58705
"585",85352,1999-05-24,"AEHCF","ASIA ELECTRONICS HLDG CO",15713
"586",92475,2023-12-29,"AEHL","ANTELOPE ENTERPRISE HLDGS LTD",52826
"587",85272,2023-12-29,"AEHR","AEHR TEST SYSTEMS",15658
"588",20147,2023-12-29,"AEI","ALSET INC",57565
"589",61081,2000-02-14,"AEIC","AIR EXPRESS INTERNATIONAL CORP",143
"590",82547,2023-12-29,"AEIS","ADVANCED ENERGY INDUSTRIES INC",14143
"591",89946,2023-12-29,"AEL","AMERICAN EQUITY INVT LIFE HLDG C",44699
"592",88240,2004-06-02,"AELA","AETERNA LABORTORIES INC",37505
"593",10154,1976-09-30,"AELB","AMERICAN ELECTR LABS INC",81
"594",10154,1996-02-22,"AELNA","A E L INDUSTRIES INC",81
"595",78223,2023-12-29,"AEM","AGNICO EAGLE MINES LTD",26174
"596",21622,2023-12-29,"AEMB","AMERICAN CENTURY E T F TRUST",56215
"597",15491,2023-12-29,"AEMD","AETHLON MEDICAL INC",55344
"598",92130,2012-02-15,"AEN","ADEONA PHARMACEUTICALS INC",52404
"599",58560,1975-06-02,"AENG","AMERICAN SCIENCE & ENGR INC",82
"600",20665,2023-12-29,"AENT","ALLIANCE ENTERTAINMENT HLDG CORP",57851
"601",14019,2023-12-07,"AENZ","AENZA S A A",54461
"602",80432,2023-12-29,"AEO","AMERICAN EAGLE OUTFITTERS INC NE",13001
"603",11704,1996-08-29,"AEOK","ALEXANDER ENERGY CORP",5198
"604",21086,2023-12-29,"AEON","AEON BIOPHARMA INC",57965
"605",80432,2007-03-07,"AEOS","AMERICAN EAGLE OUTFITTERS INC NE",13001
"606",24109,2023-12-29,"AEP","AMERICAN ELECTRIC POWER CO INC",20077
"607",10025,2017-01-20,"AEPI","A E P INDUSTRIES INC",7975
"608",12803,1984-09-13,"AEQT","AMERICAN EQUITY INVT TR",84
"609",63846,1983-10-17,"AEQU","PRECISION TECHNOLOGIES",5561
"610",91602,2023-12-29,"AER","AERCAP HOLDINGS N V",51437
"611",22273,2023-01-11,"AERC","AEROCLEAN TECHNOLOGIES INC",58916
"612",77443,2011-12-20,"AERG","APPLIED ENERGETICS INC",11435
"613",14238,2022-11-18,"AERI","AERIE PHARMACEUTICALS INC",54601
"614",12018,2013-10-01,"AERL","ASIA ENTERTAINMENT & RESOUR LTD",53472
"615",79367,1999-03-29,"AERN","A E R ENERGY RES INC",12252
"616",92086,2009-05-01,"AERO","AEROGROW INTERNATIONAL INC",52366
"617",85164,2003-12-23,"AERS","AERO SYSTEMS ENGINEERING INC",7538
"618",22615,2023-12-29,"AERT","AERIES TECHNOLOGY INC",58903
"619",76023,2006-07-02,"AERTA","ADVANCED ENVIRON RECYC TECHS INC",10363
"620",76712,2023-12-29,"AES","A E S CORP",10996
"621",76712,1996-10-15,"AESC","A E S CORP",10996
"622",16975,2022-11-30,"AESE","ALLIED ESPORTS ENTERTAINMENT INC",56090
"623",23738,2023-12-29,"AESI","ATLAS ENERGY SOLUTIONS INC NEW",59502
"624",11010,1993-07-30,"AESM","AERO SYSTEMS INC",87
"625",84509,2004-08-18,"AESP","A E S P INC",15335
"626",19127,2023-12-29,"AESR","TWO ROADS SHARED TRUST",56323
"627",10162,1981-03-04,"AEST","A E S TECHNOLOGY SYSTEMS INC",88
"628",88845,2018-11-28,"AET","AETNA INC NEW",41072
"629",76691,2004-11-22,"AETC","APPLIED EXTRUSION TECHS INC",10967
"630",24382,2023-12-29,"AETH","BITWISE FUNDS TRUST",59420
"631",86812,2019-07-28,"AETI","AMERICAN ELECTRIC TECHNOLS INC",16473
"632",12862,1982-10-15,"AETN","AMERICAN EDUCATIONAL TV NETWORK",89
"633",19224,2023-12-29,"AEVA","AEVA TECHNOLOGIES INC",57014
"634",92654,2009-02-09,"AEX","N E T S TRUST",52996
"635",59176,1977-05-17,"AEXP","AMERICAN EXPRESS CO",90
"636",76869,2023-12-29,"AEY","ADDVANTAGE TECHNOLOGIES GRP INC",11029
"637",18098,2023-12-29,"AEYE","AUDIOEYE INC",56512
"638",90674,2010-12-17,"AEZ","AMERICAN OIL & GAS INC",46664
"639",75578,1989-11-09,"AEZNS","ASIAMERICA EQUITIES LTD",9868
"640",88240,2023-12-29,"AEZS","AETERNA ZENTARIS INC",37505
"641",79796,2017-09-29,"AF","ASTORIA FINANCIAL CORP",12591
"642",80913,1998-11-26,"AFA","AFFILIATED COMPUTER SERVICES INC",13331
"643",22522,2022-12-08,"AFAC","ARENA FORTIFY ACQUISITION CORP",58917
"644",75526,2018-03-29,"AFAM","ALMOST FAMILY INC",8780
"645",10189,1988-02-09,"AFAP","A F A PROTECTIVE SYSTEMS INC",93
"646",21267,2022-12-22,"AFAQ","A F ACQUISITION CORP",58074
"647",23170,2023-12-29,"AFAR","AURA F A T PROJECTIONS ACQ CORP",59256
"648",80221,1997-08-26,"AFAS","ARDEN INDUSTRIAL PRODUCTS INC",12869
"649",75772,1991-11-15,"AFAX","AMERIFAX INC",10206
"650",89282,2023-12-29,"AFB","ALLIANCEBERNSTEIN NAT MUN INC FD",42636
"651",84404,2004-12-30,"AFBC","ADVANCE FINANCIAL BANCORP",15263
"652",16671,2023-12-29,"AFBI","AFFINITY BANCSHARES INC",55915
"653",89264,2006-06-30,"AFBK","ALBEMARLE FIRST BANK VA",42535
"654",76872,1994-07-21,"AFBVF","AMERICAN FIBRE CORP BC",10858
"655",82292,2005-11-30,"AFC","ALLMERICA FINANCIAL CORP",30958
"656",93224,2015-12-18,"AFCB","ATHENS BANCSHARES CORP",53328
"657",14454,1980-04-22,"AFCC","ANTENNAS FOR COMMUNICATIONS",95
"658",88940,2014-01-20,"AFCE","A F C ENTERPRISES INC",41384
"659",20764,2023-12-29,"AFCG","A F C GAMMA INC",58075
"660",84047,2004-11-30,"AFCI","ADVANCED FIBRE COMM INC",14998
"661",15711,2017-02-01,"AFCO","AMERICAN FARMLAND CO",55425
"662",79934,1999-11-22,"AFCX","A F C CABLE SYSTEMS INC",12690
"663",52310,1982-01-04,"AFD","AFFILIATED CAPITAL CORP",25242
"664",12993,1977-09-14,"AFDR","AMERICAN FOUNDERS LIFE INS CO",97
"665",84048,1998-11-12,"AFED","A F S A L A BANCORP INC",14999
"666",13005,1986-06-27,"AFEX","AMERICAN FRONTIER EXPL INC",99
"667",80205,2002-04-23,"AFF","MORGAN STANLEY AFRICA INV FD INC",30261
"668",77019,1995-01-09,"AFFC","AMERIFED FINANCIAL CORP",11141
"669",75765,1998-01-05,"AFFFZ","AMERICA FIRST FINL FD 1987 LP",10198
"670",83348,2001-02-12,"AFFI","AFFINITY TECHNOLOGY GROUP INC",14559
"671",90273,2012-05-30,"AFFM","AFFIRMATIVE INSURANCE HLDGS INC",45414
"672",83616,2016-03-31,"AFFX","AFFYMETRIX INC",14700
"673",91657,2013-06-05,"AFFY","AFFYMAX INC",51545
"674",60687,2023-12-29,"AFG","AMERICAN FINANCIAL GROUP INC NEW",21372
"675",85308,1990-06-04,"AFGI","AMBASSADOR FINANCIAL GROUP INC",7898
"676",81239,1996-11-14,"AFGL","A F G L INTERNATIONAL INC",13570
"677",68806,1986-03-16,"AFGN","A F G INDUSTRIES INC",100
"678",13789,2020-09-01,"AFH","ATLAS FINANCIAL HOLDINGS INC",54328
"679",15956,2022-05-20,"AFI","ARMSTRONG FLOORING INC",55529
"680",19619,2023-12-29,"AFIB","ACUTUS MEDICAL INC",57223
"681",82273,2001-02-26,"AFIC","ATLANTIC FINANCIAL CORP",13980
"682",10349,1982-07-29,"AFID","AMERICAN FID LIFE INS CO",101
"683",18093,2023-12-29,"AFIF","TWO ROADS SHARED TRUST",56323
"684",12918,1997-09-23,"AFIL","AMERICAN FILTRONA CORP",102
"685",17952,2022-02-14,"AFIN","AMERICAN FINANCE TRUST INC",56447
"686",83732,2000-11-13,"AFIS","PRINTRAK INTERNATIONAL INC",14793
"687",92733,2023-12-29,"AFK","VANECK E T F TRUST",50699
"688",57904,2023-12-29,"AFL","AFLAC INC",92
"689",12985,1974-05-20,"AFLA","AMERICAN FOUNDATION LIFE INS CO",105
"690",19093,2023-12-29,"AFLG","FIRST TRUST E T F VIII",55693
"691",12969,1987-01-23,"AFLT","AMERICAN FLETCHER CORP",106
"692",80914,1999-09-14,"AFLX","ADFLEX SOLUTIONS INC",13328
"693",79163,2000-08-30,"AFM","A M F M INC",12125
"694",78588,1992-01-30,"AFMBZ","AM 1ST FEDERALLY GUAR MTG F 2 LP",8062
"695",19092,2023-12-29,"AFMC","FIRST TRUST E T F VIII",55693
"696",14923,2023-12-29,"AFMD","AFFIMED N V",55020
"697",77198,1995-03-02,"AFMXF","AFFYMAX N V",11259
"698",90077,2009-12-16,"AFN","ALESCO FINANCIAL INC",44990
"699",71686,1974-04-23,"AFNL","ALABAMA FINANCIAL GROUP INC",3987
"700",12977,1976-08-27,"AFOD","AMERICAN FOODS INC",108
"701",88786,2016-06-06,"AFOP","ALLIANCE FIBER OPTIC PRODS INC",40978
"702",55546,2011-07-27,"AFP","UNITED CAPITAL CORP",7055
"703",10218,1999-03-19,"AFPC","A F P IMAGING CORP",109
"704",78668,1998-04-09,"AFPFZ","AM 1ST PARTICIP PREF EQ MTG L P",9799
"705",12838,1986-05-28,"AFPZ","AMERICAN FAMILY PIZZA INC",6658
"706",89759,2008-04-01,"AFR","AMERICAN FINANCIAL RLTY TRUST",44120
"707",88858,2004-06-02,"AFREZ","AMERICA FIRST REAL INV PART LP",41153
"708",23171,2023-12-29,"AFRI","FORAFRIC GLOBAL PLC",59309
"709",20339,2023-12-29,"AFRM","AFFIRM HOLDINGS INC",57669
"710",83440,2000-12-01,"AFS","ASSOCIATES FIRST CAPITAL CORP",31626
"711",15500,1986-09-02,"AFSB","ATHENS FEDERAL SAVINGS BANK GA",6775
"712",10902,2000-06-06,"AFSC","ANCHOR FINANCIAL CORP",8779
"713",91603,2018-11-28,"AFSI","AMTRUST FINANCIAL SERVICES INC",51439
"714",12846,1989-05-09,"AFSL","AMFED FINANCIAL CORP",110
"715",19091,2023-12-29,"AFSM","FIRST TRUST E T F VIII",55693
"716",12543,2023-12-29,"AFT","APOLLO SENIOR FLTG RATE FUND INC",53657
"717",12114,1994-01-05,"AFTI","AMERICAN FILM TECHNOLOGIES INC",9935
"718",12114,1994-02-18,"AFTQ","AMERICAN FILM TECHNOLOGIES INC",9935
"719",22166,2023-08-15,"AFTR","AFTERNEXT HEALTHTECH ACQ CORP",58633
"720",19165,2023-12-29,"AFTY","PACER FUNDS TRUST",56319
"721",13040,1986-10-31,"AFUR","AMERICAN FURNITURE INC",111
"722",87202,2000-10-12,"AFV","AMERICAN QUANTUM CYCLES INC",35267
"723",75483,2001-02-09,"AFWY","AMERICAN FREIGHTWAYS CORP",10149
"724",29137,1979-02-12,"AFX","ANSUL CO",23601
"725",18829,2023-12-29,"AFYA","AFYA LTD",56821
"726",12447,2023-12-29,"AG","FIRST MAJESTIC SILVER CORP",53608
"727",87150,2001-11-23,"AGA","U S AGGREGATES INC",35238
"728",20738,2023-08-22,"AGAC","AFRICAN GOLD ACQ CORP",57883
"729",16975,2023-12-29,"AGAE","ALLIED GAMING & ENTERTAINMENT IN",56090
"730",81597,1999-03-02,"AGAI","A G ASSOCIATES INC",13727
"731",93074,2010-11-18,"AGAM","A G A MEDICAL HOLDINGS INC",53243
"732",11632,1982-05-11,"AGAS","ALCOGAS INC",112
"733",76002,1991-04-23,"AGAWA","A G AUTOMOTIVE WAREHOUSES INC",10325
"734",77962,1998-01-30,"AGB","ARGENT BANK LA",11688
